school_year,district,school,director,piece_slot,raw_string,parsed_title,parsed_composer,parsed_arranger,pdf_grade,confidence
2025-2026,1,Max Bruner Jr. Middle School Symphonic Band MC,Scott LaBorde,2,"A Child of the Sun Clark, Larry","A Child of the Sun Clark, Larry",,,2,LOW
2025-2026,1,Max Bruner Jr. Middle School Symphonic Band MC,Scott LaBorde,3,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,1,Addie R. Lewis School Symphonic Band MC,Mike Wilson,1,"All for One, One for All Chambers","All for One, One for All Chambers",,,,LOW
2025-2026,1,C.W. Ruckel Middle School Advanced Band MD,Greg Lambert,1,"All for One, One for All Carol Brittin Chambers","All for One, One for All Carol Brittin Chambers",,,,LOW
2025-2026,1,Baker School Concert Band MC,Stuart Campbell,3,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,1,Wallace Lake K-8 Advanced Band MC,Adam Koppin,1,Bandtopia Matthew Putnam,Bandtopia Matthew Putnam,,,,LOW
2025-2026,1,Holley-Navarre Middle School Symphonic Band MD,Jakob Wisdom,1,Eine Kleine March Music Arr. LaBrie,Eine Kleine March Music,,LaBrie,,LOW
2025-2026,1,Destin Middle School Symphonic Band MC,Patrick Carnahan,1,Dead Man's March Randall Standridge,Dead Man's March Randall Standridge,,,,LOW
2025-2026,1,Thomas Sims Middle School Symphonic Band MC,Angela Polito,3,"Dublin Town Milford, Gene","Dublin Town Milford, Gene",,,2,LOW
2025-2026,1,Clifford Meigs Middle School Symphonic Band MC,Daniel Cooke,1,Newcastle Mach Johnnie Vinson,Newcastle Mach Johnnie Vinson,,,,LOW
2025-2026,1,Martin Luther King Middle School King Middle School Band MC,Tiffany Broome,1,Adventure March Chris Ferguson,Adventure March Chris Ferguson,,,,LOW
2025-2026,1,R. Hobbs Middle School Symphonic Band MC,Robert Colo'n,1,La Compañera Charles A. Wiley,La Compañera Charles A. Wiley,,,,LOW
2025-2026,2,Vernon High School Concert,John Harcus,3,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,2,Roulhac Middle School Concert Band MD,Samuel Toole,1,Cadets' Cavalcade Compello,Cadets' Cavalcade Compello,,,,LOW
2025-2026,2,Walton Middle School Concert Band MC,Kamber Rafferty,1,Recognition Larry Clark,Recognition Larry Clark,,,,LOW
2025-2026,2,Holmes County High School Concert Band,Sam Shirah,3,"Sea Shanty Saga Acari, Tyler","Sea Shanty Saga Acari, Tyler",,,3,LOW
2025-2026,2,Bay Haven Charter Academy Intermediate Band MD,William Qualls,1,Majestic March Paul Lavender,Majestic March Paul Lavender,,,,LOW
2025-2026,2,Bay High School Symphonic Band,Adam Brown,1,Sesquicentennial Exposition March John Phillip Sousa,Sesquicentennial Exposition March John Phillip Sousa,,,,LOW
2025-2026,2,Surfside Middle School Concert Band MC,Jim Colvin,1,Cadets in Step Mathew Puttnam,Cadets in Step Mathew Puttnam,,,,LOW
2025-2026,2,Surfside Middle School Concert Band MC,Jim Colvin,2,"Morningside Hodges, Steve","Morningside Hodges, Steve",,,1,LOW
2025-2026,2,Mowat Middle School Concert Band MC,Mrs. Michelle Birdwell,1,"Ingenuity March Clark, Larry","Ingenuity March Clark, Larry",,,,LOW
2025-2026,2,Bay High School Concert Band,Adam Brown,1,Now & Forever Tyler S. Grant,Now & Forever Tyler S. Grant,,,,LOW
2025-2026,2,A. Crawford Mosley High School Symphonic Band,"Douglas Dobos, David Norona",1,Capstone March Arcari,Capstone March Arcari,,,,LOW
2025-2026,3,Fairview Middle School Red Band MD,"Michael Douty, Grace Macfoy",1,Crystal Creek Matthew Putnam,Crystal Creek Matthew Putnam,,,,LOW
2025-2026,3,Elizabeth Cobb Middle School Symphonic Band MC,Erin Whalley,1,Blackthorn March Standridge,Blackthorn March Standridge,,,,LOW
2025-2026,3,Fairview Middle School Blue Band MC,Michael Douty,1,Capstone Tyler Arcari,Capstone Tyler Arcari,,,,LOW
2025-2026,3,Lafayette High School Symphonic Band,Hannah Williams,1,All For One One For All Carol Britten Chambers,All For One One For All Carol Britten Chambers,,,,LOW
2025-2026,3,Madison County High School Concert Band,Ethan Drost,1,Courage Larry Clark,Courage Larry Clark,,,,LOW
2025-2026,3,Madison County High School Concert Band,Ethan Drost,2,"Sea Shanty Saga Acari, Tyler","Sea Shanty Saga Acari, Tyler",,,3,LOW
2025-2026,4,Gainesville High School Concert Band,Bill Pirzer,1,Coast Guards King/Swearingen,Coast Guards King,,Swearingen,,LOW
2025-2026,4,Gainesville High School Symphonic Band,Bill Pirzer,3,"A Midnight Dance...through the Poison Garden George, Ryan","A Midnight Dance...through the Poison Garden George, Ryan",,,5,LOW
2025-2026,4,Howard W. Bishop Middle School Symphonic Winds MC,Amy Beres,3,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,4,Columbia High School Wind Ensemble,Jay Miller,1,Torch of Libery King/Swearingen,Torch of Libery King,,Swearingen,,LOW
2025-2026,4,Eastside High School Eastside High School Symphonic Band,Professor Chip AF Powell II,1,Barnum & Bailey's Favorite March Karl L. King,Barnum & Bailey's Favorite March Karl L. King,,,,LOW
2025-2026,4,Fort White High School Symphonic Band,Ryan Jayne,1,El Zorro Rojo Randall D. Standridge,El Zorro Rojo Randall D. Standridge,,,,LOW
2025-2026,4,Baker County Senior High School Symphonic Band,Myles Moore,1,For Liberty We Stand Swearingen,For Liberty We Stand Swearingen,,,,LOW
2025-2026,4,Kanapaha Middle School Symphonic Band MD,Michael Loffredo,1,All The King's Men Jerry Williams,All The King's Men Jerry Williams,,,,LOW
2025-2026,4,Westwood Middle School Symphonic MC,David Dixson,1,Big Circus March Robert E. Foster,Big Circus March Robert E. Foster,,,,LOW
2025-2026,4,Westwood Middle School Symphonic MC,David Dixson,2,"A Child of the Sun Clark, Larry","A Child of the Sun Clark, Larry",,,2,LOW
2025-2026,4,Kanapaha Middle School Concert Band MD,Summer Atteberry,1,"We, The People James Swearingen",The We People James Swearingen,,,,LOW
2025-2026,4,Oak View Middle School 7th Grade Concert Band MD,Lori Pirzer,1,The Legend of the Redtails Matthew R. Putnam,The Legend of the Redtails Matthew R. Putnam,,,,LOW
2025-2026,5,Dr. John Long Middle School Advanced Band MB,Richard Wohl,1,The Bandmasters March Matthew Putnam,The Bandmasters March Matthew Putnam,,,,LOW
2025-2026,5,Cypress Creek Middle School (Pasco) Intermediate Band MB,Tyler Perrault,1,Reliance Larry Clark,Reliance Larry Clark,,,,LOW
2025-2026,5,Wesley Chapel High School Concert Band,Jonathan Sims,1,Big River March Vargas,Big River March Vargas,,,,LOW
2025-2026,5,Pasco High School Concert Band,Brandon Slaughter,1,Project Bennett/Clark,Project Bennett,,Clark,,LOW
2025-2026,5,Cypress Creek High School (Pasco) Concert Band,Alain Rodriguez,1,Luz y Sombra Vargas,Luz y Sombra Vargas,,,,LOW
2025-2026,5,Lecanto Middle School Advanced Band MC,Jon Crust,1,Blackthorn March Randall Standridge,Blackthorn March Randall Standridge,,,,LOW
2025-2026,5,Challenger K-8 School of Math & Science Concert Band MD,Michelle McCarthy,1,Infinity Curnow,Infinity Curnow,,,,LOW
2025-2026,5,Explorer K-8 Symphonic Band MC,Alexander Rich,1,Courage Harold Bennett/arr. Clark,Courage Harold Bennett,,Clark,,LOW
2025-2026,5,Crystal River Middle School Advanced Band MC,Kaitlin Wong,1,Youth Patrol R. Alan Carter,Youth Patrol R. Alan Carter,,,,LOW
2025-2026,5,Winding Waters K-8 Symphonic Band MC,Shane Falco,1,Blackthorn March Standridge,Blackthorn March Standridge,,,,LOW
2025-2026,5,Crystal River High School Concert Band,Ty Ramsey,1,Razzmatazz Matthew W. Putnam,Razzmatazz Matthew W. Putnam,,,,LOW
2025-2026,5,Winding Waters K-8 Concert Band MD,Shane Falco,1,Adventure March Ferguson,Adventure March Ferguson,,,,LOW
2025-2026,5,River Ridge Middle School Symphonic Band MD,Travis A. Henry,1,Intuition Clark,Intuition Clark,,,,LOW
2025-2026,5,Classical Preparatory School Symphonic Band,Brent Lamkin,1,El Manto Dorado Jorge Vargas,El Manto Dorado Jorge Vargas,,,,LOW
2025-2026,5,Sunlake High School Concert Band,Sebastian Perdomo,2,"Until We Dream Samuel, David","Until We Dream Samuel, David",,,3,LOW
2025-2026,5,Land O' Lakes High School Symphonic Band,Johnathon Mulder,3,"Appalachian Journey Karrick, Brant","Appalachian Journey Karrick, Brant",,,3,LOW
2025-2026,5,Fivay High School Concert Band,Patrick Bonelli,1,Dead Man's March Randall Strandridge,Dead Man's March Randall Strandridge,,,,LOW
2025-2026,6,Seminole High School Symphonic Band,"CJ Shafer, PL Malcolm, Kenny Hargett",1,Invervcargill Lithgow/Balent,Invervcargill Lithgow,,Balent,,LOW
2025-2026,6,Paul J Hagerty High School Symphonic Band,"Brad Kuperman, Brian Kuperman",3,"Erin Go Bragh Karrick, Brant","Erin Go Bragh Karrick, Brant",,,4,LOW
2025-2026,6,Winter Springs High School Symphonic Band,Kyle Ferland,1,Stirling Castle March James Howe,Stirling Castle March James Howe,,,,LOW
2025-2026,6,Paul J Hagerty High School Wind Ensemble,"Brad Kuperman, Brian Kuperman",1,Raider's March Williams/Lavender,Raider's March Williams,,Lavender,,LOW
2025-2026,6,Paul J Hagerty High School Wind Ensemble,"Brad Kuperman, Brian Kuperman",2,"The Solitary Dancer Benson, Warren","The Solitary Dancer Benson, Warren",,,5,LOW
2025-2026,6,Lake Howell High School Symphonic Band,Mr. Jose Eslava,1,Dead Man's March Randall Standridge,Dead Man's March Randall Standridge,,,,LOW
2025-2026,6,DeLand High School Symphonic Band,Monica Leimer,2,"Until We Dream Samuel, David","Until We Dream Samuel, David",,,3,LOW
2025-2026,6,Seminole High School Concert Band,Kenny Hargett,1,El Manto Dorado Vargas,El Manto Dorado Vargas,,,,LOW
2025-2026,6,Lawton M. Chiles Middle School (Seminole) Concert Band MD,"Grace Kuperman, Brittni Autrey",1,Blackthorn March Standridge,Blackthorn March Standridge,,,,LOW
2025-2026,6,Lawton M. Chiles Middle School (Seminole) Concert Band MD,"Grace Kuperman, Brittni Autrey",2,"French Chanson Certon, Pierre","French Chanson Certon, Pierre",,,1,LOW
2025-2026,6,Tuskawilla Middle School Symphonic Band MC,Kyle Halpin,1,High Desert March Steve Hodges,High Desert March Steve Hodges,,,,LOW
2025-2026,6,Markham Woods Middle School Concert Band MD,Jeremy Anderson,1,Achive Larry Clark,Achive Larry Clark,,,,LOW
2025-2026,6,Jackson Heights Middle School Symphonic Band MB,Jeremy Williamson,1,Crown of Castile Jonnie Vinson,Crown of Castile Jonnie Vinson,,,,LOW
2025-2026,7,Aquilla J Morgan High School Morgan Concert Band,Kenysha M. Johnson,2,"In This Beautiful Place Owens, William","In This Beautiful Place Owens, William",,,2,LOW
2025-2026,7,Leto Senior High School Sypmhonic Band,Aaron Cabrera,1,Coast Guards Karl L. King arr. Swearingen,Coast Guards Karl L. King,,Swearingen,,LOW
2025-2026,7,Joe E. Newsome High School Wind Symphony,John Davis,1,The Wild One Brian Balmages,The Wild One Brian Balmages,,,,LOW
2025-2026,7,Armwood High School Wind Ensemble,Alex C. Pedigo,1,The Black Horse Troop J. Philip Sousa / F. Fennell,The Black Horse Troop J. Philip Sousa,,F. Fennell,,LOW
2025-2026,7,Sickles High School Symphonic Band,Rachel Rosen & Robert K. Bosma,1,Women of the Podium Virginia A. Allen,Women of the Podium Virginia A. Allen,,,,LOW
2025-2026,7,Wharton High School Symphonic Band,Joshua Daniels,1,Capstone March Tyler Arcari,Capstone March Tyler Arcari,,,,LOW
2025-2026,7,Middleton High School Tiger Wind Ensemble,Abraham Tejeda,2,"Erin Go Bragh Karrick, Brant","Erin Go Bragh Karrick, Brant",,,4,LOW
2025-2026,7,Robinson Senior High School Concert Band,Chris Revett,3,"Sea Shanty Saga Acari, Tyler","Sea Shanty Saga Acari, Tyler",,,3,LOW
2025-2026,7,Liberty Middle School (Hillsborough) Wind Ensemble MC,Dustin Huston,1,Dark Crusader Donald Josuweit,Dark Crusader Donald Josuweit,,,,LOW
2025-2026,7,Benito Middle School Bentio Wind Ensemble MC,Brandi Dean,1,Cadets in Step! Mathew R. Putnam,Cadets in Step! Mathew R. Putnam,,,,LOW
2025-2026,7,Rodgers Middle School Symphonic Band MC,Chris Shutlz,1,Geyser Point March Ferguson,Geyser Point March Ferguson,,,,LOW
2025-2026,7,Ben Hill Middle School Symphonic Band MD,Jay DeDon,1,Geyser Point March Ferguson,Geyser Point March Ferguson,,,,LOW
2025-2026,7,William G. Pierce Middle School Wind Ensemble MC,Dr. Philip Beatty,1,Blackthorn March Randall Standridge,Blackthorn March Randall Standridge,,,,LOW
2025-2026,7,William G. Pierce Middle School Wind Ensemble MC,Dr. Philip Beatty,2,"French Chanson Certon, Pierre","French Chanson Certon, Pierre",,,1,LOW
2025-2026,7,Turkey Creek Middle School Concert Band MC,Tommy Green,1,Forwar March Paul Murtha,Forwar March Paul Murtha,,,,LOW
2025-2026,7,Barrington Middle School Wind Ensemble MB,David Triplett-Rosa,1,Starfire Randall Standridge,Starfire Randall Standridge,,,,LOW
2025-2026,7,Marshall Middle School Wind Ensemble MC,Jeff Cayer,1,Mr. DeYoung's Opus William Clayton Miller,Mr. DeYoung's Opus William Clayton Miller,,,,LOW
2025-2026,7,Cambridge Christian School Middle School Band MC,Rachel Shields,1,Adventure March Christopher Ferguson,Adventure March Christopher Ferguson,,,,LOW
2025-2026,7,Ferrell Middle Magnet School Ferrell GPA Symphonic Band MC,Peyton Dillon,1,The Legend of the Red Tails Matthew R. Putnam,The Legend of the Red Tails Matthew R. Putnam,,,,LOW
2025-2026,7,Martinez Middle School Wind Ensemble MB,Christopher B. Johns-Klein,1,Topsail March Heather Hoefle,Topsail March Heather Hoefle,,,,LOW
2025-2026,7,Sligh Middle School Concert Band MC,Antwaun Underwood,1,Geyser Point March Chris Fergurson,Geyser Point March Chris Fergurson,,,,LOW
2025-2026,7,Sergeant Paul R. Smith Middle School Concert Band MC,Cyn Starling,1,Dead Man's March Standridge,Dead Man's March Standridge,,,,LOW
2025-2026,7,Williams Middle School Wind Ensemble MC,Mike Garcia,1,La Serpiente Michael Story,La Serpiente Michael Story,,,,LOW
2025-2026,7,Roland Park School of Choice (K-8) Symphonic Band MC,Kevin Sayers,1,Loyalty Larry Clark,Loyalty Larry Clark,,,,LOW
2025-2026,7,Hillsborough Academy Of Math And Science Wind Ensemble MC,Stephen Lilly,2,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,7,Kenneth E. Adum PK-8 Magnet School Adum Symphonic Band MD,S. Jones,1,Topsail March Heather Hoefle,Topsail March Heather Hoefle,,,,LOW
2025-2026,8,Oak Ridge High School Symphonic Band,Mrs. Krystal Campbell-Adkins,3,"A Child of the Sun Clark, Larry","A Child of the Sun Clark, Larry",,,2,LOW
2025-2026,8,Timber Creek High School Symphonic Band,"C. Devin Hoey, Rhett Cox and Jonathan Tirado",3,"Gravitational Wave Ishikawa, Kento","Gravitational Wave Ishikawa, Kento",,,4,LOW
2025-2026,8,Lake Buena Vista High School Wind Ensemble,Bill Cunningham,1,Amparito Rocca Texidor/Winter,Amparito Rocca Texidor,,Winter,,LOW
2025-2026,8,Freedom High School (Orange) Symphonic Winds,"Michael Antmann, Carly Davis",1,The Black Horse Troop Sousa,The Black Horse Troop Sousa,,,,LOW
2025-2026,8,Boone High School Wind Ensemble,"Joshua S. Jackson, Jeremy Logan",1,After the Cakewalk Dett/Perna,After the Cakewalk Dett,,Perna,,LOW
2025-2026,8,Winter Park High School Wind Symphony,"Mike Clemente, Raegan O'Rourke",1,Purple Carnival Harry L. Alford/ed. Frank Erickson,Purple Carnival Harry L. Alford,,Frank Erickson,,LOW
2025-2026,8,Ocoee High School Wind Ensemble,"Bernie Hendricks, Jr. & Jennifer Brown-Rolle",2,"Erin Go Bragh Karrick, Brant","Erin Go Bragh Karrick, Brant",,,4,LOW
2025-2026,8,Winter Park High School Freshman Concert Band,"Mike Clemente, Raegan O'Rourke",3,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,8,Freedom High School (Orange) Freshmen Concert Band,"Michael Antmann, Carly Davis",1,A March on the King’s Highway La Plante,A March on the King’s Highway La Plante,,,,LOW
2025-2026,8,Jones High School Concert Band,Jeremy Blackwell,1,Coast Guards King/ Swearingen,Coast Guards King,,Swearingen,,LOW
2025-2026,8,Dr. Phillips High School Symphonic Band,"Sarah Lightbody, Jonathan Money",1,The Billboard John N. Klohr Ed. Frederick Fennell,The Billboard John N. Klohr,,Frederick Fennell,,LOW
2025-2026,8,Ocoee High School Symphonic Band,"Jennifer Brown-Rolle & Bernie Hendricks, Jr.",1,Camelia City March Alan Carter,Camelia City March Alan Carter,,,,LOW
2025-2026,8,Horizon High School Wind Ensemble,Charlene Cannon,2,"Erin Go Bragh Karrick, Brant","Erin Go Bragh Karrick, Brant",,,4,LOW
2025-2026,8,Orlando Science Middle High Charter Concert Band,Chris Holloway,1,Giddy Up! LeAndre Benton,Giddy Up! LeAndre Benton,,,,LOW
2025-2026,8,East River High School Symphonic Band,Christopher Vosburgh,2,"Until We Dream Samuel, David","Until We Dream Samuel, David",,,3,LOW
2025-2026,8,Wekiva High School Symphonic Winds,Jonte' Petty,2,"Blessing Wind Nishimura, Yukiko","Blessing Wind Nishimura, Yukiko",,,1,LOW
2025-2026,8,Orlando Science Middle High Charter Symphonic Band,Chris Holloway,1,El Zorro Rojo Randall Standridge,El Zorro Rojo Randall Standridge,,,,LOW
2025-2026,8,Wekiva High School Wind Ensemble,Jonte' Petty,2,"Amaranthus Yagisawa, Satoshi","Amaranthus Yagisawa, Satoshi",,,3,LOW
2025-2026,8,University High School Wind Ensemble,Jon Brown & Jeff Willis,1,Transit of Venus John Philip Sousa,Transit of Venus John Philip Sousa,,,,LOW
2025-2026,8,Meadow Woods Middle School Symphonic Band MD,Ignacio Poncio,1,The Company Bugler Joseph Compello,The Company Bugler Joseph Compello,,,,LOW
2025-2026,8,Avalon Middle School (Orange) Wind Ensemble MC,Eric Saidat,2,"Mountain Celebration Strommen, Carl","Mountain Celebration Strommen, Carl",,,2,LOW
2025-2026,8,Legacy Middle School Symphonic Band MC,Aaron McGarvey,2,"Turquoise Owens, William","Turquoise Owens, William",,,2,LOW
2025-2026,8,Hunter's Creek Middle School Wind Ensemble MC,Rafael Couret,1,Crown Of Castile Johnnie Vinson,Crown Of Castile Johnnie Vinson,,,,LOW
2025-2026,8,Sunridge Middle School SunRidge MS Wind Ensemble MB,Missie Westerman,1,Pine Island March Steve Hodges,Pine Island March Steve Hodges,,,,LOW
2025-2026,8,Glenridge Middle School Concert Band MD,"Cole Dekle, James Brannock",1,The Buglers John Edmondson,The Buglers John Edmondson,,,,LOW
2025-2026,8,OCPS Academic Center For Excellence Symphonic Band MC,Robert Herrera,1,Kitty Hawk John Edmondson,Kitty Hawk John Edmondson,,,,LOW
2025-2026,8,Horizon West Middle School Concert Band MB,Stephen M. Corneau,2,"As Days Go By Swearingen, James","As Days Go By Swearingen, James",,,2,LOW
2025-2026,8,Ocoee Middle School Wind Ensemble MB,Eric Rohwedder,1,Capstone (March) Tyler Arcari,Capstone (March) Tyler Arcari,,,,LOW
2025-2026,9,John Hopkins Middle School Symphonic Band MC,Bob Steelnack,2,"As Days Go By Swearingen, James","As Days Go By Swearingen, James",,,2,LOW
2025-2026,9,Boca Ciega High School Concert Band E,Joe Sipiora,1,Dead Man's March Standrige,Dead Man's March Standrige,,,,LOW
2025-2026,9,Boca Ciega High School Concert Band E,Joe Sipiora,2,"As Days Go By Swearingen, James","As Days Go By Swearingen, James",,,2,LOW
2025-2026,9,Northeast High School (Pinellas) Symphonic Band,Devon Porter,1,Cirque de L'estrange Matthew R. Putnam,Cirque de L'estrange Matthew R. Putnam,,,,LOW
