"TITLE  5,407",COMPOSER,ARR./ED./TRANS./ADAPT.,PMEA GRADE LEVEL,PUBLISHER ,# SOURCE LISTS,OOP/POD/RENTAL
"Symphony No. 2, Through a Glass Darkly","Dzubay, David",,6,Pro Nova,1,
Symphony No. 29 (mvt. 1),"Mozart, W.A","Bobrowitz, David",2,Kjos,1,
Symphony No. 3 ,"Reed, Alfred",,5,Jenson,1,
Symphony No. 3 (any 2 mvts.),"Giannini, Vittorio",,6,Belwin/F. Colombo,7,OOP
Symphony No. 3 (mvt. 1),"Gliere, Reinhold","Bainum, Glenn Cliffe",5,Jenson,1,OOP
Symphony No. 3 (mvt. 2),"Gliere, Reinhold","Bainum, Glenn Cliffe",6,Kjos,1,
"Symphony No. 3, ","Mahler, Gustav","Schaefer, William",6,TRN,2,
"Symphony No. 3, ""Circus Maximus""","Corigliano, John",,6,Carl Fischer,1,
"Symphony No. 3, ""Don Quixote"" (any 2 mvts.)","Smith, Robert W.",,5,Barnhouse,1,
"Symphony No. 3, ""Shaker Life""","Welcher, Dan",,5,Elkan-Vogel/Seesaw,3,
"Symphony No. 3, ""Slavyanskaya"" ","Kozhevnikov, Boris","Bourgeois, John R.",6,Wingert-Jones,6,
"Symphony No. 3, Op. 89 (mvt. 1 only, mvt. 3 only, or mvts. 2 8 4 only)","Barnes, James",,6,Southern,3,
Symphony No. 4,"Boysen, Jr., Andrew",,3,Kjos,2,
Symphony No. 4 (counts as 2 pieces),"Maslanka, David",,6,Carl Fischer,3,
"Symphony No. 4, ""Unforsaken""","Walczyk, Kevin",,6,Keveli,1,
"Symphony No. 4, ""West Point""","Gould, Morton",,6,Hal Leonard/G. Schirmer,4,
"Symphony No. 4, Bookmarks from Japan","Giroux, Julie",,5,Musica Propria,2,
"Symphony No. 4, Finale","Brahms, Johannes",Fote,6,Kendor,1,OOP
Symphony No. 40 in G Minor (mvt. 1.),"Mozart, W.A.","Holcombe, Bill",6,Musicians Pub.,1,
Symphony No. 5 (mvt. 1),"Dvorak, Antonin","Leidzen, Erik",5,Belwin,1,
Symphony No. 5 (mvt. 1),"Prokofiev, Sergei","Schaeffer, Don",6,Belwin,1,OOP
Symphony No. 5 (mvt. 1),"Shostakovich, Dmitri","Schaefer, William",6,Shawnee,3,OOP
"Symphony No. 5 (mvt. 2, ""Rain in Db"")","Giroux, Julie",,5,Musica Propria,1,
Symphony No. 5 (mvt. 2),"Tchaikovsky, P.I. ","Hindsley, Mark",6,Hindsley Transcriptions,1,
Symphony No. 5 in C Minor (mvt. 1),"Beethoven, Ludwig van","Kreines, Joseph",5,Boosey & Hawkes,2,
"Symphony No. 5, ""Elements""","Giroux, Julie",,6,Musica Propria,2,
"Symphony No. 5, Allegro con brio ","Tchaikovsky, P.I. ","Kreines, Joseph",5,Kreines,1,
"Symphony No. 5, Finale","Schubert, Franz",Camillo,4,Shawnee,1,POD
"Symphony No. 5, Finale (from ""New World"")","Dvorak, Antonin","Leidzen, Erik",5,Carl Fischer,3,
Symphony No. 6 (any 2 mvts.),"Barnes, James",,5,Southern,1,
Symphony No. 6 (mvt. 1),"Tchaikovsky, P.I. ","Hindsley, Mark",6,Hindsley Transcriptions,1,
Symphony No. 6 (mvt. 3),"Tchaikovsky, P.I. ","Hindsley, Mark",6,Hindsley Transcriptions,1,
"Symphony No. 6, Op. 69","Persichetti, Vincent",,6,Elkan-Vogel,7,
Symphony No. 7,"Maslanka, David",,6,Self,2,
Symphony No. 8 (any 1 mvt.),"Maslanka, David",,6,Carl Fischer,1,
Symphony No. 8 (either mvt.),"Schubert, Franz","Cailliet, Lucien",5,Carl Fischer,1,OOP
Symphony No. 8 (mvt. 1),"Dvorak, Antonin",Brady,6,Presser,1,
Symphony No. 8 (mvt. 1),"Schubert, Franz",Nelson,4,Alfred,1,OOP
Symphony No. 9,"Maslanka, David",,6,Presser,1,
Symphony No. 9 (Finale Themes),"Dvorak, Antonin","Daehn, Larry",3,Daehn,1,
Symphony No. 9 (mvt. 1 or 4&5),"Shostakovich, Dmitri","Schaeffer, Don",6,Hal Leonard/Belwin,2,OOP
Symphony No. 9 (mvt. 1),"Dvorak, Antonin","Hindsley, Mark",6,Hindsley Transcriptions,1,
"Symphony of Souls, The","Smith, Robert W.",,4,Barnhouse,1,
Symphony on Themes of John Philip Sousa,"Hearshen, Ira",,6,Ludwig,3,
"Symphony on Themes of John Philip Sousa, Mvt. 2 after ""The Thunderer""","Hearshen, Ira", ,5,Ludwig,3,
"Symphony on Themes of John Philip Sousa, Mvt. 3 after ""The Fairest of the Fair""","Hearshen, Ira", ,5,Ludwig,3,
"Symphony on Themes of John Philip Sousa, Mvt. 4 after ""Hands Across the Sea""","Hearshen, Ira", ,5,Ludwig,2,
Synchronism No. 1,"McGinty, Anne",,4,Queenwood,1,
Synchronized Energy,Fhiaras,,1,Grand Mesa,1,
Synergies,"Sheldon, Robert",,3,Alfred,1,
Synergistic Parable,"Sartor, David P. ",,6,TRN,1,
Synthesis,"Balmages, Brian",,2,FJH,1,
Syzygy,"Kamuf, Michael",,3,Alfred,1,
Tableau,"Jager, Robert",,5,Hal Leonard,1,
Taddington Square,"Curnow, James",,2,Curnow,1,
Take the Stairs,"Lipton, B.",,2,Grand Mesa,1,
Tale of Dundee,"Sheldon, Robert",,3,Alfred,1,
Tales from Andersen,"Ellerby, Martin", ,4,Southern/Studio P-R,2,
Tales from the Sea,"Story, Michael",,2,Belwin,1,
Tales of a Medieval Warrior,"Weller, Travis",,2,FJH,2,
Tales of the Bay,"Hosay, James",,3,Curnow,2,
"Tallis Prelude, A","Akey, Douglas",,3,Kjos/Queenwood,5,
Tam O'Shanter Overture,"Arnold, Malcom","Paynter, John",6,Carl Fischer,5,
Tamasha,"Billingsley, William",,5,B & B,1,OOP
Tambora,"Owens, William",,1,FJH,1,
"Tameside Overture, A","Sparke, Philip",,5,Shawnee/William Allen,2,
Tanchozuru,"Standridge, Randall",,2,FJH,1,
Tancredi Overture,"Rossini, Gioacchino","Falcone, Leonard",5,Kjos,3,
Tangelridge,"Owens, William",,3,FJH,1,
Tangents Angular,"Barrett, Roland",,3,Belwin,1,
"Tango Disappearing, The","Broege, Timothy",,2,Sam Fox,2,
Tango Variations,"Hause, Evan",,6,,1,
Tannhauser Overture,"Wagner, Richard","Hindsley, Mark",5,Hindsley Transcriptions,2,
Tantivy,"Diamond, David",,6,Peer,2,
Tanze Aus Terpsichore,"Praetorius, Michael","Pilato, Nikk",5,Pilato,1,
Tapestries  ,"Forbes, Guy",,5,Carl Fischer,1,
Tapestry,"Pearson, Bruce",,2,Kjos,1,
Tartan Suite,Jenkins,,5,Hal Leonard,1,
Tartan Tapestries,"Clark, Larry",,3,Carl Fischer,1,
Tchaikovsky Ballet Suite,"Tchaikovsky, P.I. ","Bourgeois, John R.",5,LudwigMasters,2,
Tchaikovsky Suite (Album for the Young),"Tchaikovsky, P.I. ",Barnes,4,Southern,1,
Te Deum,"Gounod, Charles","Conley, Lloyd",3,Columbia,2,OOP
Tears,"Maslanka, David",,5,Carl Fischer,1,
"Tears of Arizona, The","Balmages, Brian",,1,FJH,1,
Tears of St. Lawrence,"Perrine, Aaron",,3,Longitude 91,1,
Tectonic Plates	,"Sims, Adrian",,3,FJH,1,
Tecumseh,"Kopetz, Barry",,3,LudwigMasters,1,
Telemann Suite,"Telemann, Georg Philipp","Schaeffer, Don",2,Barnhouse,1,
"Tell-Tale Heart, The","Clark, Larry",,4,Carl Fischer,1,
Temecula Valley Fanfare,"Saucedo, Richard",,3,Hal Leonard/MusicWorks,1,
Tempered Steel,"Young, Charles Rochester",,6,Southern,4,
Tempest Rising,"Shaffer, David",,3,Barnhouse,1,
"Tempest, The","Smith, Robert W.",,2,Alfred/Belwin ,3,
Temple of the Murals,"Balmages, Brian",,3,FJH,1,
Temples,"Waespi, Oliver",,6,Beriato,1,
Tempus Fugit,"Curnow, James",,4,Curnow,1,
Ten Masters in Two Minutes,Various,"Loest, Timothy",1,FJH,1,
Ten of a Kind (Symphony No. 2),"Rakowski, David",,6,C.F. Peters,2,
Terminal Velocity,"Sweeney, Michael",,2,Hal Leonard,1,
Terpsichore,"Tull, Fisher",,5,Boosey & Hawkes,2,
Terpsichore (after Michael Praetorius),"Margolis, Bob",,6,Manhattan Beach ,6,
Terpsichore Suite,"Praetorius, Michael","Ross, Conrad",3,LudwigMasters,5,
Terpsichorean Dances,"Blackshaw, Jodie",,4,Manhattan Beach,2,
Terpsimetrics (any 4 mvts.),"White, Donald H.",,5,Shawnee ,1,OOP
Terra Cruda,"Botti, Susan",,6,,1,
Terracotta,"Owens, William",,1,FJH,1,
Tertian Suite,"Weiner, Lawrence",,4,Southern,1,
Testament ,"Maslanka, David",,6,Self,1,
Testimonium,"McGinty, Anne",,5,Barnhouse,1,
Tetelestai,"Boss, Andrew",,6,Murphy   ,1,
Thanksgiving Anthem,"Billings, William",Hartley,3,LudwigMasters,2,
Tharsos,"Jordan, Jeff",,4,Kjos,1,
that secret from the river,"Puckett, Joel",,6,Bill Holab,1,
Their Blossoms Down,"Hazo, Samuel R.",,4,Boosey & Hawkes,1,
Theme and Fantasia,"Russell, Armand",,5,LudwigMasters/Marks,3,
Theme and Tirade,"Saucedo, Richard",,4,Hal Leonard,1,
Theme and Variations,"Broege, Timothy", ,2,Manhattan Beach ,5,
Theme and Variations,"Byrd, William","Suchoff, Benjamin",2,Fox,1,
"Theme and Variations, Op. 43a","Schoenberg, Arnold", ,6,Belwin/G. Schirmer,7,
"Theme from ""Barry Lyndon""","Handel, G.F.","Sebesky, Gerald",1,Barnhouse ,1,OOP
"Theme from ""Finlandia""","Sibelius, Jean","Davis, Albert O.",1,Alfred/Belwin,1,OOP
"Theme from ""Sechs Kinderstucke""","Mendelssohn, Felix",Mitchell,2,Barnhouse,1,
"Theme from ""Symphony No. 1""","Brahms, Johannes","Kinyon, John",1,Alfred,1,OOP
"Theme from ""Symphony No. 5"" (2nd mvt.)","Schubert, Franz","Johnson, Timothy",1,Shawnee,1,
"Themes from ""First Suite in Eb""","Holst, Gustav","Sweeney, Michael",3,Hal Leonard/MusicWorks,1,
Then I Saw the Lucent Sky,"Stalter, Todd",,2,Alfred,1,
Thendara Overture,"Whitney, Maurice",,3,Boosey & Hawkes,1,OOP
there are no words,"Stephenson, James",,5,Self,1,
There Will Come Soft Rains,"Sheldon, Robert",,2,Alfred,1,
They are There,"Ives, Charles","Sinclair, James",6,Southern-NY,1,
They Hung Their Harps in the Willows,"McBeth, W. Francis",,4,Southern,5,
They Led My Lord Away,"Gordon, Adoniram J.","Allen, Fred J.",2,TRN,3,
They Shall Run and Be Free,"Karrick, Brant",,4,Alfred,2,
Third Set for Band,Spears,,3,Barnhouse,1,
Third Suite,"Jager, Robert", ,4,Volkwein Bros.,7,
Third Suite for Band,"Reed, Alfred",,5,Hal Leonard/Marks,2,
"Third Symphony, Op. 89 (mvt. 1 or 4)","Barnes, James",,6,Southern,3,POD
This Cruel Moon,"Mackey, John",,4,Osti ,4,
This Old Man,"Bobrowitz, David",,1,Grand Mesa,1,
Thorugh the Looking Glass,"Turner, Jess Langston",,5,Blue Jay Way,1,
"Thousand Heroes, A","Curnow, James",,3,Curnow,1,
"Thousand Hills Overture, A","Smith, Claude T.",,3,Barnhouse/CTSP,3,
Three American Dances,"Stuart, Hugh M.",,3,Shawnee,2,
Three American Sketches,"Story, Michael",,2,Alfred/Belwin ,1,
Three Ayres from Gloucester,"Stuart, Hugh M.",,3,Shawnee ,7,
Three Bach Chorales,"Bach, J.S.",Mitchell,2,Barnhouse,1,
Three Baroque Miniatures,Livingston,"Forsblad, Leland",2,Witmark,1,
Three Bartok Themes,"Bartok, Bela","Pharmer, Henry",2,PRO,1,OOP
Three Beethoven Miniatures,"Sebesky, Gerald",,1,Alfred,1,OOP
Three Brazilian Folksongs,"Villa-Lobos, Hector","Fenske, Katheryn",2,Daehn,1,
Three Celtic Dances,"Balmages, Brian", ,4,FJH,2,
Three Chinese Miniatures,"Jager, Robert", ,2,Kjos,3,
Three Chorale Preludes ,"Latham, William", ,4,Alfred/Belwin/Summy,6,
"Three Chorale Preludes, Op. 122  ","Brahms, Johannes",Boyd/Fennell,4,LudwigMasters,4,
Three City Blocks,"Harbison, John",,6,E.C. Schirmer,2,
Three Classic Dances,"Stuart, Hugh M.",,3,Shawnee,1,
Three Classic Miniatures,"Kinyon, John",,1,Alfred/Warner Bros.,1,OOP
Three Colonial Ballads,"Curnow, James",,3,Hal Leonard,3,OOP
Three Colonial Moments,"Kriby, Rick",,3,Hal Leonard,1,
Three Courtly Dances,"Conley, Lloyd",,2,Hal Leonard ,1,
Three Czech Folk Songs,Anon. or Trad. ,"Vinson, Johnnie",2,Hal Leonard ,2,
"Three Dance Episodes (from ""Ballet Spartacus"")","Khatchaturian, Aram","Hunsberger, Donald",6,MCA,1,
"Three Dance Episodes (from ""On the Town"")","Bernstein, Leonard","Lavender, Paul, trans. ",6,Hal Leonard/Boosey & Hawkes,2,OOP
"Three Dance Episodes (from ""On the Town"")","Bernstein, Leonard",Stith,6,Hal Leonard/Warner,3,OOP
Three Dances (from “The Maid of Orleans”)  ,"Tchaikovsky, P.I. ","Bourgeois, John R.",6,Wingert‐Jones,1,
Three Dances of Enchantment,"Zaninelli, Luigi",,4,C. Alan,2,
Three Diversions for Band,"Washburn, Robert",,4,Boosey & Hawkes,2,
Three Divertimenti,"Haydn, F. Joseph","Pilato, Nikk",2,Warner Bros.,1,OOP
Three Dorset Songs,"Vaughan Williams, Ralph","Stotter, Douglas",4,Daehn,3,
"Three Embraces, The","Pann, Carter",,4,Presser,2,
Three English Dances,"Stone, Thomas","Boyd, John",3,Boosey & Hawkes,3,
Three English Folk Dances,"Curnow, James",,3,Hal Leonard,1,
Three English Folk Song Miniatures,"Sparke, Phillip",,2,Hal Leonard/Anglo,2,
Three English Folk Songs,"Edmondson, John", ,2,Barnhouse,3,
Three Fantastic Dances,"Turina, Joaquin","Boyd, John",5,Hal Leonard/G. Schirmer,2,
Three Folk Carols,"Franck, Cesar","Gordon, Philip",2,Alfred/Belwin,2,OOP
Three Folk Miniatures,Anon. or Trad.,"Jutras, Andre",4,Barnhouse,3,
"Three Folk Song Settings, 1. Poor Wayfaring Stranger","Boysen, Jr., Andrew",,4,Alfred,1,
"Three Folk Song Settings, 2. All the Pretty Little Horses","Boysen, Jr., Andrew",,3,Alfred,1,
"Three Folk Song Settings, 3. Scarborough Fair","Boysen, Jr., Andrew",,4,Alfred,1,
Three Folk Tunes,"Holst, Gustav","Curnow, James",3,Hal Leonard ,1,OOP
"Three from ""The Hills""","Gross, Murray",,4,Wood,1,
Three Gymnopedies (any 1 mvt.),"Satie, Erik","McGinty, Anne",1,Queenwood,1,
Three Hungarian Songs,"Bartok, Bela","Gordon, Philip",2,Bourne,3,
Three Images for Wind Ensemble,Love,,5,Murphy,1,
Three Japanese Dances,"Rogers, Bernard","Topolewski, Timothy",5,Presser,3,
Three Kentucky Sketches,"O'Reilly, John",,2,Alfred,1,
Three Latin Dances,"Tyzik, Jeff",,5,Macaroni,2,
Three Little Pieces,"Bruckner, Anton",Bishop,3,Oxford University,1,OOP
Three London Miniatures,"Camphouse, Mark", ,4,TRN,4,
Three Miniatures for Winds and Percussion,"Sheldon, Robert",,3,Alfred,1,
Three Modern Chorales,"Wagner, Brahms, & Franck","Gordon, Philip",2,Bourne,1,
Three New England Caricatures,"Curnow, James",,4,Curnow,1,
Three Notes of Japan (Les trois notes du Japan),"Mashima, Toshio",,5,Bravo,3,
Three Old French Ballads,"Rhoads, William E.",,2,Wynn,1,
Three on the Isle,"Stuart, Hugh M.",,3,TRN,4,
Three Pieces for American Band,"Broege, Timothy",,4,Alpheus,1,
"Three Pieces for American Band, Set 2","Broege, Timothy",,3,Bourne,3,
Three Pieces for Band,"Bach, J.S.",Thornton,3,Southern/Jenson,2,OOP
Three Pieces for Band,Rhodes, ,4,Belwin,1,
"Three Pieces for Band (from ""For Children"") ","Bartok, Bela","Finlayson, Walter",2,Boosey & Hawkes,4,
Three Pieces for Winds,"Edmondson, John",,3,Jenson,1,
Three Pieces in Antique Style,"Carter, Charles",,3,Carl Fischer,2,OOP
Three Places in England,"Stamp, Jack",,5,Kjos,1,
Three Preludes,"Bruckner, Anton","Broege, Timothy",4,Daehn,2,
Three Processionals,"Ball, Michael",,2,,1,
Three Quotations,"Sousa, John Philip","Rogers, Mark",6,Southern,1,
"Three Ravens, The","Grainger, Percy Aldridge","Ragsdale, Chalon",4,Aux Arcs ,1,
Three Renaissance Dances,Anon. or Trad.,"Moss, John",2,Hal Leonard,4,
Three Revelations from the Lotus Sutra (mvt. 1),"Reed, Alfred",,6,Hal Leonard ,2,OOP
"Three Romances, Op (any 1 mvt.)",Schuman,"Itani, Masaki ",4,Bravo,1,
Three Russian Cameos,"Rhoads, William E.", ,3,TRN,3,
Three Scenes from Home,"Danyew, Steve",,4,Self,1,
Three Scottish Folk Songs,"Edmondson, John", ,2,Barnhouse,2,
Three Scottish Songs,"Stuart, Hugh M.",,3,Alfred,2,
Three Sketches for Winds,"Grundman, Clare",,4,Boosey & Hawkes,4,
Three Songs from Sussex,"Stuart, Hugh M.",,3,Shawnee,4,OOP
Three Songs of Bengal,"Mittal, Aakash",,2,Murphy   ,2,
Three Songs of Colonial America,"Jackson, Leroy",,2,Alfred/Belwin/Witmark,3,OOP
"Three Studies in English Folk Song (play mvt. 3 plus, at least 1 other mvt.)","Vaughan Williams, Ralph",Harbinson,3,Alfred,1,
Three Susato Dances,"Susato, Tielman",Minakuchi,2,Bravo,1,
Three Tapestries,"Holsinger, David",,5,TRN,1,
Three Tunes from Shakespeare's England,"Hare, Nicholas",,1,Chester Music,1,
Three Way Suite,"Gorb, Adam",,3,Shawnee,2,
Three Welsh Songs,"Stalter, Todd",,2,Alfred,1,
Threnody,"Bonney, Jim",,3,AVSICTISM Music,1,
Throne of Swords,"Miller, Michael",,1,Excelcia,1,
Through Countless Halls of Air,"McBeth, W. Francis",,4,Southern,1,
Through Courageous Eyes,"Balmages, Brian",,2,FJH,1,
Through London Streets,"Silva, Alan Lee",,2,Carl Fischer,1,
Through the Mist,"Balmages, Brian",,2,FJH,1,
Thunderous,"Lopez, Victor",,1,Belwin,1,
Thunderscape,"Morales, Erik",,3,FJH,1,
"Thus Do You Fare, My Jesus","Bach, J.S.","Reed, Alfred",4,Barnhouse,3,
Thus Spake Zarathustra,"Strauss, Richard","Hindsley, Mark",6,Hindsley Transcriptions,1,
Tidal Forces,"Markowski, Michael",,6,Manhattan Beach,1,
Tight Squeeze,"Shapiro, Alex",,3,Hal Leonard,1,
"Tilford Celebration, A","Spears, Jared",,3,Ludwig,1,
Till Eulenspiegel's Merry Pranks,"Strauss, Richard","Hindsley, Mark",6,Hindsley Transcriptions,4,
Timber Lake Festival,"Hodges, Steven",,2,Alfred,1,
"Time to Dance, A","Giroux, Julie",,3,Musica Propria,1,
Timepiece,"McTee, Cindy",,6,Bill Holab,2,
Tios Fragments,"Amano, Masamicz",,6,Bravo,1,
Tis a Gift,"McGinty, Anne",,5,Kjos/Queenwood,2,
Titus Overture,"Mozart, W.A.","Beeler, Walter",4,FitzSimons,1,
Titus Overture,"Mozart, W.A.","Moehlmann, Roland",4,FitzSimons,1,OOP
To a Distant Place,"Strommen, Carl",,2,Carl Fischer,2,
To a New Beginning,"Swearingen, James",,2,Barnhouse,1,
To a New Dawn,"Sparke, Philip",,5,Anglo,1,
To Be Fed By Ravens,"McBeth, W. Francis",,5,Southern,2,
To Be Found,"Arcari, Tyler",,3,Carl Fischer,1,
To Bind the Nation's Wounds,"Curnow, James",,5,Curnow,1,
To Challenge the Sky and Heavens Above,"Smith, Robert W.",,4,Belwin,1,
To Create a Voice,"Chambers, Carol Brittin",,4,Carl Fischer,1,
To Dream in Brushstrokes,"Oare, Michael",,2,Boosey & Hawkes,2,
To Forge the New Fronteir,"Ford, Ralph",,3,Belwin,1,
To Horizons Unseen,"Standridge, Randall",,4,Grand Mesa,1,
To Reach the Summit,"Oare, Michael",,1,Hal Leonard,1,
To set the darkness echoing,"Wilson, Dana",,4,Boosey & Hawkes,2,
To Tame the Perilous Skies,"Holsinger, David",,6,Boosey & Hawkes,2,
To Tame the Unknown,"Nagy, R.",,4,Barnhouse,1,
To the Pied Piper,"Himes, William",,2,Kjos,1,
To the Sky,"Stephenson, James",,5,FJH,1,
To Walk with Wings,"Giroux, Julie",,6,Musica Propria,1,
Tocata and La Tumba ,"Hanson, Shelley",,5,GH,1,
Toccata,"Burns, Patrick", ,4,Daehn,2,
Toccata,"Frescobaldi, Girolamo","Slocum, Earl",5,Belwin,7,
Toccata,"Tull, Fisher",,5,Boosey & Hawkes,4,OOP
Toccata,"Washburn, Robert",,5,Oxford University,1,
Toccata a Dodici,"Del Borgo, Elliot",,6,Shawnee ,1,OOP
Toccata and Fugue,Eberlin,Barnes,5,Belwin,1,OOP
Toccata and Fugue in C Major,"Bach, J.S.",Plater,5,Boosey & Hawkes,1,OOP
Toccata and Fugue in D Minor,"Bach, J.S.","Hindsley, Mark",6,Hindsley Transcriptions,3,
Toccata and Fugue in D Minor,"Bach, J.S.","Hunsberger, Donald",6,Belwin/Warner Bros.,3,
Toccata and Fugue in D Minor,"Bach, J.S.","Leidzen, Erik/Merlin Patterson",6,Carl Fischer/Patterson,5,
Toccata and Fugue in D Minor,"Bach, J.S.",Wright,6,Chappell,1,OOP
Toccata Fantastica,"Barnes, James",,6,Southern,1,
Toccata for a New Age,"Erickson, Frank",,4,Alfred,1,
Toccata for Band,"Erickson, Frank", ,4,Bourne,7,
Toccata for Winds,Jenkins,,3,Hal Leonard ,1,
Toccata Marziale,"Vaughan Williams, Ralph",Battisti,6,Hal Leonard/Boosey & Hawkes,7,New addition arr by Battisti available w/full score
"Toccata, Adagio and Fugue","Bach, J.S.","Paynter, John",6,LudwigMasters,1,
Tokyo 2000,"O'Reilly, John",,3,Alfred,1,
Toledo,"Carlson, Bruce",,2,Dox,2,
"Tom Sawyer Portrait, A","Jarvis, R.",,4,Barnhouse,1,
Tonadillas Suite,Granados,"Ford, Ralph",3,Alfred,1,
Tournament,"Bulla, Stephen",,3,Curnow,1,
Toward the North Star	,"Shabazz, Ayatey",,5,Barnhouse,1,
Toward the Sunrising,"Curnow, James",,5,Curnow,2,
Towards A New Horizon,"Reineke, Steven",,4,Barnhouse,1,
Tower  ,Hodkinson,,3,Presser,1,
Tower Ascending,"Oquin, Wayne",,6,Barnhouse,2,
Tower of Inspiration,"Thurston, R.",,1,Excelcia,1,
Town Piper Music,Mohaupt,,6,Associated,1,OOP
Toy Symphony,"Haydn, F. Joseph","Cacavas, John",3,CPI,1,OOP
"Traffic (Symphony No. 3, Mvt. 2)","Rorem, Ned",Hagen,5,Boosey & Hawkes,2,
Tragic Overture,"Brahms, Johannes","Kreines, Joseph",6,Kreines,1,
Trail of Tears,"Barnes, James",,4,Southern/G. Schirmer,3,
Trail of Tears,"Jager, Robert",,3,Marks,1,
Train Heading West and Other Outdoor Scenes,"Broege, Timothy",,2,Manhattan Beach,2,
Tranquility,"Gorb, Adam",,3,,1,
Transcendent Journey,"Galante, Rossano",,5,Hal Leonard,2,
Transylvania Fanfare,"Benson, Warren",,5,Shawnee,2,
Trauermusic,"Mozart, W.A.","Osterling, Eric/Loras Schissel",3,Ludwig,2,
"Trauermusik, WWV 73 (Trauersinfonie)","Wagner, Richard",Boyd/Votta,5,Ludwig,4,
Trauersinfonie,"Wagner, Richard","Leidzen, Erik",5,Hal Leonard/Associated,5,
Traumerei,"Schumann, Robert","Longfield, Robert",3,Barnhouse,1,
Traveler,"Maslanka, David",,5,Carl Fischer/Self,4,
Travelin' Music,"La Plante, Pierre",,2,Barnhouse,1,
Tres Danzas de Mexico,"Rhoads, William E.", ,4,TRN,2,
"Triana (from ""Iberia"")",Albeniz ,"Kreines, Joseph",6,Kreines,1,
Tribal Quest,"O'Loughlin, Sean",,3,Carl Fischer,1,
Tribute,"Camphouse, Mark",,6,TRN,4,
Tribute,"Crosby, Richard", ,2,Northeastern,3,
Tribute,"Cross, Travis J.", ,3,Boosey & Hawkes,4,
Tribute for Band,Butterfield,Miller,1,Alfred,1,
Tribute to Canterbury (any 2 mvts.),"Jacob, Gordon",,5,Boosey & Hawkes,2,OOP
Tribute to Fernando Sor,Ramal,,3,Hansen,1,OOP
"Tribute to Grainger, A","Grainger, Percy Aldridge",Ragsdale,4,Southern,2,
Tricycle,"Boysen, Jr., Andrew",,3,Kjos,4,
Trilogy,"Calhoun, Bill",,4,Carl Fischer,1,
Trilogy: Variations on Themes of Howard Hanson,"Tyzik, Jeff",,5,Self,1,
"Trio and Menuet (from ""The Royal Fireworks"")","Handel, G.F.","Dishinger, Ronald",1,MMP,1,
"Trio from Act III of ""Der Rosenkavalier"" ","Strauss, Richard","Reynolds, H. Robert",5,TRN,1,
Triolog,"Spears, Jared",,3,Southern,1,
Triptych,"Fry, Tommy", ,4,Carl Fischer,2,
Trittico,"Nelhybel, Vaclav", ,6,Belwin,6,
Triumph,"Silva, Alan Lee",,2,Carl Fischer,1,
Triumph and Tradition,"Jager, Robert",,5,Southern,1,
Triumph Celebration,"Prescott, John",,2,Wingert-Jones,1,
Triumphal March,"Grieg, Edvard","Kinyon, John",2,Alfred,1,OOP
"Triumphal March and Ballet Music (from ""Aida"")","Verdi, Giuseppe",Rumbelow,5,Ludwig,1,
"Triumphal Ode for Military Band, Op.11","Hanson, Howard","Ripley, James",4,Carl Fischer,3,
Triumphal Symphony,"Berlioz, Hector","Daehn, Larry",3,Daehn,1,
Triumphant Fanfare,"Saucedo, Richard",,3,Hal Leonard,1,
Triumphant Festival,"Handel, G.F.","Kinyon, John",2,Alfred,2,
"Triumphs of Maximilian I, The","Vaughan Williams, Ralph","Singleton, Kenneth",3,Grand Mesa,1,
Troika Rushing,"Johnson, Timothy",,1,Curnow,1,
Truckin!,"Harberg, Amanda",,2,Barnhouse,1,
True Calling,"Young, Charles Rochester",,5,FJH,2,
"True Friend, A","Booker, Charles",,4,Southern,1,
Trumpet Voluntary,Clarke ,Reiter,1,RPC,1,OOP
"Trumpeter of Krakow, The","Longfield, Robert",,4,Barnhouse,1,
Trust and Obey,Sammis & Towner,Smith ,1,Barnhouse,1,
"Tsar's Bride Overture, The","Rimsky-Korsakov, Nicolai","Harding, Albert",4,Kjos,2,
"Tsar's Farewell, The","Rimsky-Korsakov, Nicolai",Reed ,5,Southern,1,
Tudor Sketches,"Owens, William",,3,FJH,2,
Tudor Suite,"Vinson, Johnnie",,3,Hal Leonard ,1,
Tulsa: A Symphonic Portrait in Oil,"Gillis, Don",,5,Belwin,2,
Tunbridge Fair,"Piston, Walter", ,6,Boosey & Hawkes,7,
